NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
NCAPH	1	NCAPH	
LRRC36	1	LRRC36	
LRRC42	1	LRRC42	
GTF3C5	1	GTF3C5	
ERAL1	1	ERAL1	
KIF12	1	KIF12	
DIMT1	1	DIMT1	
PDZD9	1	PDZD9	
ADSS2	1	ADSS2	
ARHGEF4	1	ARHGEF4	
UBA3	1	UBA3	
ACOX1	1	ACOX1	
NOCT	1	NOCT	
UBXN6	1	UBXN6	
NOL9	1	NOL9	
GPSM3	1	GPSM3	
PRODH2	1	PRODH2	
FAM221B	1	FAM221B	
NSUN7	1	NSUN7	
FAM227B	1	FAM227B	
ME2	1	ME2	
CHORDC1	1	CHORDC1	
THEMIS	1	THEMIS	
EPS8L1	1	EPS8L1	
TRMT1	1	TRMT1	
KRBA2	1	KRBA2	
NF2	1	NF2	
CENPN	1	CENPN	
PHKG2	1	PHKG2	
CRKL	1	CRKL	
UBXN2A	1	UBXN2A	
NR3C1	1	NR3C1	
FARSA	1	FARSA	
CCDC13	1	CCDC13	
PTGES3	1	PTGES3	
HAO1	1	HAO1	
EFCAB7	1	EFCAB7	
EIPR1	1	EIPR1	
KEAP1	1	KEAP1	
DCLRE1C	1	DCLRE1C	
NIBAN2	1	NIBAN2	
C11orf98	1	C11orf98	
STKLD1	1	STKLD1	
SPRTN	1	SPRTN	
PTPDC1	1	PTPDC1	
SCP2	1	SCP2	
ARCN1	1	ARCN1	
SP7	1	SP7	
GAPDH	1	GAPDH	
PRKAA1	1	PRKAA1	
RAG2	1	RAG2	
DENND6A	1	DENND6A	
TNIP1	1	TNIP1	
DNAAF3	1	DNAAF3	
TKT	1	TKT	
GTF2B	1	GTF2B	
TTL	1	TTL	
THEG	1	THEG	
SDCCAG8	1	SDCCAG8	
RILPL2	1	RILPL2	
STAU1	1	STAU1	
UNG	1	UNG	
TUBGCP4	1	TUBGCP4	
PRIMPOL	1	PRIMPOL	
KLHL38	1	KLHL38	
NDRG4	1	NDRG4	
ANKRD23	1	ANKRD23	
ASS1	1	ASS1	
FASTKD3	1	FASTKD3	
DNAJC28	1	DNAJC28	
PDE7A	1	PDE7A	
OTULIN	1	OTULIN	
RASGEF1B	1	RASGEF1B	
SNTA1	1	SNTA1	
BARD1	1	BARD1	
YTHDF3	1	YTHDF3	
MTFMT	1	MTFMT	
EIF2B3	1	EIF2B3	
CIART	1	CIART	
XRCC5	1	XRCC5	
RGL4	1	RGL4	
PALM	1	PALM	
ARHGAP28	1	ARHGAP28	
NMRAL1	1	NMRAL1	
MTIF2	1	MTIF2	
SNX20	1	SNX20	
TRIM62	1	TRIM62	
TRIM39	1	TRIM39	
TNFAIP1	1	TNFAIP1	
TPH2	1	TPH2	
ASPDH	1	ASPDH	
PCGF2	1	PCGF2	
ZNF778	1	ZNF778	
CPXCR1	1	CPXCR1	
IQCE	1	IQCE	
MTMR1	1	MTMR1	
ZNF662	1	ZNF662	
ZNF613	1	ZNF613	
SNX9	1	SNX9	
CCDC142	1	CCDC142	
TREH	1	TREH	
HORMAD1	1	HORMAD1	
TCTE1	1	TCTE1	
IRF8	1	IRF8	
ZNF582	1	ZNF582	
ZNF577	1	ZNF577	
ZNF560	1	ZNF560	
CHEK1	1	CHEK1	
ACBD4	1	ACBD4	
ZNF496	1	ZNF496	
MED17	1	MED17	
ZNF487	1	ZNF487	
ZSWIM9	1	ZSWIM9	
HPS1	1	HPS1	
TBC1D22B	1	TBC1D22B	
PNMA3	1	PNMA3	
PNMA2	1	PNMA2	
WDR45B	1	WDR45B	
ZNF302	1	ZNF302	
CDADC1	1	CDADC1	
CXorf56	1	CXorf56	
PHYH	1	PHYH	
ZNF256	1	ZNF256	
CD5L	1	CD5L	
CCZ1	2	CCZ1B:CCZ1	
DDX49	1	DDX49	
USP17L8	1	USP17L8	
ZNF148	1	ZNF148	
ACD	1	ACD	
ZNF140	1	ZNF140	
PRAMEF8	1	PRAMEF8	
PRAMEF7	1	PRAMEF7	
USP17L3	1	USP17L3	
RCAN2	1	RCAN2	
CDK3	1	CDK3	
SPAG8	1	SPAG8	
CHIT1	1	CHIT1	
PHOSPHO1	1	PHOSPHO1	
CILK1	1	CILK1	
GNGT2	1	GNGT2	
LSM6	1	LSM6	
GSTA5	1	GSTA5	
RPP21	1	RPP21	
RAB31	1	RAB31	
RAB10	1	RAB10	
CALML6	1	CALML6	
POLR2D	1	POLR2D	
DTYMK	1	DTYMK	
IL31	1	IL31	
MYL5	1	MYL5	
ARL4C	1	ARL4C	
TNFAIP8	1	TNFAIP8	
OAZ2	1	OAZ2	
ALG1L2	1	ALG1L2	
HINT3	1	HINT3	
TAX1BP3	1	TAX1BP3	
ELOC	1	ELOC	
CLC	1	CLC	
ENY2	1	ENY2	
YPEL4	1	YPEL4	
YPEL3	1	YPEL3	
NUTF2	1	NUTF2	
HBZ	1	HBZ	
HSPB11	1	HSPB11	
NME2	1	NME2	
RPS15A	1	RPS15A	
NAA38	1	NAA38	
CHCHD5	1	CHCHD5	
TXNDC8	1	TXNDC8	
TCIM	1	TCIM	
POLR2J	1	POLR2J	
PTS	1	PTS	
MRPL53	1	MRPL53	
HBA1	1	HBA1	
HBQ1	1	HBQ1	
CDKN2D	1	CDKN2D	
CDKN2B	1	CDKN2B	
RBP1	1	RBP1	
NXT1	1	NXT1	
TCL1B	1	TCL1B	
LSM7	1	LSM7	
ATP6V1F	1	ATP6V1F	
NUDT2	1	NUDT2	
UBE2N	1	UBE2N	
SNRNP25	1	SNRNP25	
PPIL1	1	PPIL1	
S100A4	1	S100A4	
SNU13	1	SNU13	
PVALB	1	PVALB	
INSL4	1	INSL4	
PFN3	1	PFN3	
FABP9	1	FABP9	
FABP3	1	FABP3	
FABP4	1	FABP4	
NDUFS6	1	NDUFS6	
NATD1	1	NATD1	
MOB1B	1	MOB1B	
MOB1A	1	MOB1A	
GSTO1	1	GSTO1	
LGALS8	1	LGALS8	
BBS7	1	BBS7	
PCYT1B	1	PCYT1B	
KLHL3	1	KLHL3	
PEX14	1	PEX14	
TFAP4	1	TFAP4	
SUOX	1	SUOX	
TARS2	1	TARS2	
MCAT	1	MCAT	
C1orf141	1	C1orf141	
EML2	1	EML2	
GC	1	GC	
SOCS7	1	SOCS7	
SOCS5	1	SOCS5	
DGCR8	1	DGCR8	
ST6GALNAC5	1	ST6GALNAC5	
RTF2	1	RTF2	
PNCK	1	PNCK	
PNKP	1	PNKP	
MED9	1	MED9	
MEFV	1	MEFV	
ZCWPW2	1	ZCWPW2	
ZAR1L	1	ZAR1L	
ENSA	1	ENSA	
RPL15	1	RPL15	
NMNAT3	1	NMNAT3	
EPM2AIP1	1	EPM2AIP1	
ANKRD7	1	ANKRD7	
ANKRD6	1	ANKRD6	
RPUSD3	1	RPUSD3	
POP4	1	POP4	
MTMR10	1	MTMR10	
FTO	1	FTO	
ACP5	1	ACP5	
EIF2A	1	EIF2A	
CSNK1D	1	CSNK1D	
ZNF324B	1	ZNF324B	
GAN	1	GAN	
LDB2	1	LDB2	
ADD1	1	ADD1	
SEH1L	1	SEH1L	
TEAD1	1	TEAD1	
RAB42	1	RAB42	
MINDY4B	1	MINDY4B	
LBHD1	1	LBHD1	
RAB15	1	RAB15	
PPP2R1B	1	PPP2R1B	
RAB11B	1	RAB11B	
DCAF8L1	1	DCAF8L1	
LRRC31	1	LRRC31	
LRRC45	1	LRRC45	
PGAM2	1	PGAM2	
LRRC63	1	LRRC63	
SH3BP1	1	SH3BP1	
IFI35	1	IFI35	
STX1B	1	STX1B	
PPP1R3E	1	PPP1R3E	
PRKN	1	PRKN	
XIAP	1	XIAP	
DOHH	1	DOHH	
KIF3C	1	KIF3C	
MAPK11	1	MAPK11	
DYNC1LI1	1	DYNC1LI1	
SERPING1	1	SERPING1	
DUS3L	1	DUS3L	
ACOT4	1	ACOT4	
FAM160B2	1	FAM160B2	
SPIN3	1	SPIN3	
RACK1	1	RACK1	
SEPTIN3	1	SEPTIN3	
TRIT1	1	TRIT1	
SESTD1	1	SESTD1	
ZMYM5	1	ZMYM5	
RAD51C	1	RAD51C	
SMAD2	1	SMAD2	
SMAD9	1	SMAD9	
SMAD5	1	SMAD5	
ZPR1	1	ZPR1	
DUSP7	1	DUSP7	
SPESP1	1	SPESP1	
AP4M1	1	AP4M1	
GZMH	1	GZMH	
PPP3CA	1	PPP3CA	
PPP3CC	1	PPP3CC	
PRDM7	1	PRDM7	
IFIT1B	1	IFIT1B	
TRDMT1	1	TRDMT1	
WDR89	1	WDR89	
WDR88	1	WDR88	
UBP1	1	UBP1	
THOC5	1	THOC5	
THOC6	1	THOC6	
TIRAP	1	TIRAP	
COG7	1	COG7	
PARVB	1	PARVB	
UBXN7	1	UBXN7	
NOL7	1	NOL7	
PUS3	1	PUS3	
TERF2IP	1	TERF2IP	
MYLK4	1	MYLK4	
DSN1	1	DSN1	
BMI1	1	BMI1	
ANKDD1A	1	ANKDD1A	
ACRBP	1	ACRBP	
PNLIPRP2	1	PNLIPRP2	
BCL6B	1	BCL6B	
CDK17	1	CDK17	
CDK18	1	CDK18	
FAM102A	1	FAM102A	
DTNB	1	DTNB	
PARP15	1	PARP15	
WRNIP1	1	WRNIP1	
AKT2	1	AKT2	
TIPARP	1	TIPARP	
CDKL3	1	CDKL3	
SLC9A3R1	1	SLC9A3R1	
HNRNPA0	1	HNRNPA0	
CPNE9	1	CPNE9	
DUS2	1	DUS2	
PGGT1B	1	PGGT1B	
ODF2L	1	ODF2L	
UBXN11	1	UBXN11	
CHI3L1	1	CHI3L1	
ASB18	1	ASB18	
NR1D1	1	NR1D1	
CEP57	1	CEP57	
POLR1E	1	POLR1E	
CCDC43	1	CCDC43	
POLR3C	1	POLR3C	
NSMF	1	NSMF	
ZNHIT6	1	ZNHIT6	
CABYR	1	CABYR	
KBTBD8	1	KBTBD8	
C1RL	1	C1RL	
IDH2	1	IDH2	
IDO2	1	IDO2	
SESN3	1	SESN3	
SCMH1	1	SCMH1	
SQSTM1	1	SQSTM1	
PTPN9	1	PTPN9	
BABAM1	1	BABAM1	
CAMKK2	1	CAMKK2	
TEFM	1	TEFM	
MRAS	1	MRAS	
AOAH	1	AOAH	
CACNB3	1	CACNB3	
DUSP16	1	DUSP16	
DCAF10	1	DCAF10	
SELENOP	1	SELENOP	
DMAP1	1	DMAP1	
NR4A2	1	NR4A2	
GTDC1	1	GTDC1	
USP46	1	USP46	
ZNF17	1	ZNF17	
MMP19	1	MMP19	
TSNAXIP1	1	TSNAXIP1	
SPDYE5	1	SPDYE5	
FBXO4	1	FBXO4	
FBXO2	1	FBXO2	
PRICKLE3	1	PRICKLE3	
DNAJB12	1	DNAJB12	
PRKCH	1	PRKCH	
ZSCAN23	1	ZSCAN23	
HOMER1	1	HOMER1	
SETD4	1	SETD4	
ZSCAN5B	1	ZSCAN5B	
MTF1	1	MTF1	
GAS2	1	GAS2	
MAP2K3	1	MAP2K3	
TUB	1	TUB	
ZYG11A	1	ZYG11A	
C12orf40	1	C12orf40	
LONRF2	1	LONRF2	
ZCCHC4	1	ZCCHC4	
GBP4	1	GBP4	
BCL2L14	1	BCL2L14	
GCC1	1	GCC1	
ULK3	1	ULK3	
DHX35	1	DHX35	
KLHL41	1	KLHL41	
TERB1	1	TERB1	
ERICH6B	1	ERICH6B	
KLHL22	1	KLHL22	
TUBAL3	1	TUBAL3	
GSDMB	1	GSDMB	
ANKRD65	1	ANKRD65	
ANKRD16	1	ANKRD16	
ANKRD29	1	ANKRD29	
ASPH	1	ASPH	
TXNRD1	1	TXNRD1	
TRMT12	1	TRMT12	
STAC2	1	STAC2	
HIBCH	1	HIBCH	
SGTA	1	SGTA	
TCP11L1	1	TCP11L1	
CDC20B	1	CDC20B	
FAM200B	1	FAM200B	
PRPS1	1	PRPS1	
KCTD15	1	KCTD15	
STAT5A	1	STAT5A	
STAT5B	1	STAT5B	
OSGIN1	1	OSGIN1	
PABPC5	1	PABPC5	
PNPLA8	1	PNPLA8	
SHQ1	1	SHQ1	
CCPG1	1	CCPG1	
FBP2	1	FBP2	
PLEKHN1	1	PLEKHN1	
YTHDF2	1	YTHDF2	
PROX2	1	PROX2	
PHYHIP	1	PHYHIP	
APBA3	1	APBA3	
ANXA11	1	ANXA11	
SIX2	1	SIX2	
LIMK1	1	LIMK1	
AVL9	1	AVL9	
TCP11	1	TCP11	
FRMD1	1	FRMD1	
RASSF5	1	RASSF5	
XRCC3	1	XRCC3	
RGL1	1	RGL1	
INTS14	1	INTS14	
NBPF3	1	NBPF3	
PLEKHA1	1	PLEKHA1	
PSMD11	1	PSMD11	
MAT2B	1	MAT2B	
PAX3	1	PAX3	
SKP2	1	SKP2	
CCT6A	1	CCT6A	
TNNT3	1	TNNT3	
PBLD	1	PBLD	
FEZ2	1	FEZ2	
TOE1	1	TOE1	
BTBD16	1	BTBD16	
SNX15	1	SNX15	
AMDHD2	1	AMDHD2	
UCKL1	1	UCKL1	
ZNF875	1	ZNF875	
TRIM56	1	TRIM56	
CABLES1	1	CABLES1	
C16orf72	1	C16orf72	
RIN1	1	RIN1	
NOXO1	1	NOXO1	
FBXW11	1	FBXW11	
TTC23	1	TTC23	
TTC38	1	TTC38	
NAMPT	1	NAMPT	
DEPDC1B	1	DEPDC1B	
POU6F2	1	POU6F2	
MYZAP	1	MYZAP	
PCGF5	1	PCGF5	
EDC3	1	EDC3	
IPMK	1	IPMK	
ZNF792	1	ZNF792	
ZNF789	1	ZNF789	
PDCL	1	PDCL	
ZNF749	1	ZNF749	
ZNF736	1	ZNF736	
RPAP3	1	RPAP3	
ZWILCH	1	ZWILCH	
ERICH6	1	ERICH6	
MTMR2	1	MTMR2	
UTP6	1	UTP6	
ZNF695	1	ZNF695	
KPNA6	1	KPNA6	
ZBBX	1	ZBBX	
ZNF669	1	ZNF669	
FHL1	1	FHL1	
DBR1	1	DBR1	
CAPN8	1	CAPN8	
CAPN1	1	CAPN1	
CCDC160	1	CCDC160	
ZBP1	1	ZBP1	
CCDC149	1	CCDC149	
IRF4	1	IRF4	
IRF5	1	IRF5	
GLDN	1	GLDN	
PIP4K2A	1	PIP4K2A	
PIH1D2	1	PIH1D2	
NHLRC2	1	NHLRC2	
ZNF599	1	ZNF599	
ZNF584	1	ZNF584	
ZNF565	1	ZNF565	
GLYR1	1	GLYR1	
PFKP	1	PFKP	
GLUL	1	GLUL	
RECQL	1	RECQL	
C19orf54	1	C19orf54	
DCPS	1	DCPS	
TRIP10	1	TRIP10	
LRRC14B	1	LRRC14B	
SPI1	1	SPI1	
MLYCD	1	MLYCD	
RHOT2	1	RHOT2	
KIAA1143	1	KIAA1143	
SPOP	1	SPOP	
ZNF446	1	ZNF446	
ZNF426	1	ZNF426	
NACA	1	NACA	
ZNF408	1	ZNF408	
ZNF404	1	ZNF404	
FEM1B	1	FEM1B	
SEC14L2	1	SEC14L2	
YARS2	1	YARS2	
DYRK4	1	DYRK4	
IRAK4	1	IRAK4	
DDX17	1	DDX17	
PDXDC1	1	PDXDC1	
EHD3	1	EHD3	
ZNF280C	1	ZNF280C	
RNLS	1	RNLS	
NRBP2	1	NRBP2	
IRAK1BP1	1	IRAK1BP1	
KATNAL1	1	KATNAL1	
MAGEB2	1	MAGEB2	
SGF29	1	SGF29	
NARS2	1	NARS2	
GUCY1A2	1	GUCY1A2	
VAC14	1	VAC14	
GNA12	1	GNA12	
ZNF230	1	ZNF230	
ZNF222	1	ZNF222	
ZBTB20	1	ZBTB20	
KIAA0895L	1	KIAA0895L	
RASGRP2	1	RASGRP2	
RASGRP3	1	RASGRP3	
DDX56	1	DDX56	
USP17L7	1	USP17L7	
ZNF169	1	ZNF169	
CDC7	1	CDC7	
THAP10	1	THAP10	
TADA2B	1	TADA2B	
ZNF131	1	ZNF131	
ZNF121	1	ZNF121	
DGKG	1	DGKG	
RPS9	1	RPS9	
CDK6	1	CDK6	
LUZP2	1	LUZP2	
NDNF	1	NDNF	
ENOX2	1	ENOX2	
MRPS18B	1	MRPS18B	
RMND5A	1	RMND5A	
ABCE1	1	ABCE1	
FAM25C	1	FAM25C	
FAM25A	1	FAM25A	
FAM25G	1	FAM25G	
LAMTOR4	1	LAMTOR4	
S100A7L2	1	S100A7L2	
RAB22A	1	RAB22A	
MIOX	1	MIOX	
HPCAL4	1	HPCAL4	
VSNL1	1	VSNL1	
METTL5	1	METTL5	
MORN2	1	MORN2	
SELENOW	1	SELENOW	
PEX5L	1	PEX5L	
CCDC71	1	CCDC71	
CORO6	1	CORO6	
NBPF4	1	NBPF4	
KPNA5	1	KPNA5	
ZBTB14	1	ZBTB14	
MOB3C	1	MOB3C	
ATP5F1E	1	ATP5F1E	
LGALS1	1	LGALS1	
IGKV3D-7	1	IGKV3D-7	
S100B	1	S100B	
S100A12	1	S100A12	
RPS27	1	RPS27	
DYNLL1	1	DYNLL1	
COX6B2	1	COX6B2	
COX6B1	1	COX6B1	
CSTB	1	CSTB	
ACYP1	1	ACYP1	
PYDC1	1	PYDC1	
TRAV9-1	1	TRAV9-1	
DYNLRB2	1	DYNLRB2	
URM1	1	URM1	
COX17	1	COX17	
NRARP	1	NRARP	
GSTM4	1	GSTM4	
GSTM2	1	GSTM2	
GSTM5	1	GSTM5	
FBXO48	1	FBXO48	
IL36B	1	IL36B	
VPS25	1	VPS25	
TCEAL9	1	TCEAL9	
GSTA4	1	GSTA4	
CGGBP1	1	CGGBP1	
RPL35	1	RPL35	
ESD	1	ESD	
RNF181	1	RNF181	
CIB1	1	CIB1	
ARPC5L	1	ARPC5L	
RAB1B	1	RAB1B	
RAB7A	1	RAB7A	
RAB9B	1	RAB9B	
LYPLAL1	1	LYPLAL1	
YKT6	1	YKT6	
LRRC29	1	LRRC29	
RPL27A	1	RPL27A	
RPS13	1	RPS13	
STARD6	1	STARD6	
PGPEP1	1	PGPEP1	
CXCL9	1	CXCL9	
POLR1D	1	POLR1D	
MCRIP1	1	MCRIP1	
MRPL30	1	MRPL30	
MRPL42	1	MRPL42	
DUSP19	1	DUSP19	
APOBEC3C	1	APOBEC3C	
MRPS12	1	MRPS12	
RAC2	1	RAC2	
MCTS1	1	MCTS1	
ARL6	1	ARL6	
CYGB	1	CYGB	
NUDT4	1	NUDT4	
PNPLA4	1	PNPLA4	
UBE2K	1	UBE2K	
CIAO2A	1	CIAO2A	
H2AC7	1	H2AC7	
GIMD1	1	GIMD1	
EFCAB11	1	EFCAB11	
RGS8	1	RGS8	
PSMD10	1	PSMD10	
ADAT2	1	ADAT2	
RHOD	1	RHOD	
RHOB	1	RHOB	
TEX51	1	TEX51	
SNX12	1	SNX12	
ARL8A	1	ARL8A	
ARL8B	1	ARL8B	
ARL11	1	ARL11	
ARL15	1	ARL15	
NMRK1	1	NMRK1	
LIPT2	1	LIPT2	
TPK1	1	TPK1	
MKRN2OS	1	MKRN2OS	
IQCJ	1	IQCJ	
COMMD8	1	COMMD8	
COMMD9	1	COMMD9	
COMMD4	1	COMMD4	
CSDC2	1	CSDC2	
H2AC14	1	H2AC14	
TTC9C	1	TTC9C	
HPCA	1	HPCA	
NUDT4B	1	NUDT4B	
MED10	1	MED10	
NUDT15	1	NUDT15	
UBL4A	1	UBL4A	
GON7	1	GON7	
NDUFA8	1	NDUFA8	
NCS1	1	NCS1	
H2BC13	1	H2BC13	
RPL9	1	RPL9	
DPEP2NB	1	DPEP2NB	
H2AJ	1	H2AJ	
HEBP2	1	HEBP2	
NET1	1	NET1	
ELF2	1	ELF2	
CHM	1	CHM	
FAM170B	1	FAM170B	
MEN1	1	MEN1	
STRBP	1	STRBP	
CORO1C	1	CORO1C	
FUZ	1	FUZ	
EARS2	1	EARS2	
SEPTIN1	1	SEPTIN1	
PLPBP	1	PLPBP	
CFLAR	1	CFLAR	
KCNIP2	1	KCNIP2	
ZUP1	1	ZUP1	
EEF1A1	1	EEF1A1	
GOLGA8R	1	GOLGA8R	
GOLGA8Q	1	GOLGA8Q	
TSSK2	1	TSSK2	
DVL1	1	DVL1	
PKM	1	PKM	
IDH1	1	IDH1	
SESN2	1	SESN2	
TCF25	1	TCF25	
MVB12B	1	MVB12B	
MAP2K6	1	MAP2K6	
OCEL1	1	OCEL1	
CAPN14	1	CAPN14	
QRICH1	1	QRICH1	
CNOT9	1	CNOT9	
SUPT20H	1	SUPT20H	
CIAO3	1	CIAO3	
USP17L11	1	USP17L11	
PRR23D1	1	PRR23D1	
PRR23D2	1	PRR23D2	
ACAP2	1	ACAP2	
ZNF630	1	ZNF630	
OBI1	1	OBI1	
KDM4E	1	KDM4E	
FAM50A	1	FAM50A	
MYLPF	1	MYLPF	
CETN3	1	CETN3	
CLIC1	1	CLIC1	
PFN1	1	PFN1	
GTF2H2C	1	GTF2H2C	
BLK	1	BLK	
MBIP	1	MBIP	
BTK	1	BTK	
GRB7	1	GRB7	
ZBTB1	1	ZBTB1	
NEU2	1	NEU2	
YES1	1	YES1	
TFB1M	1	TFB1M	
TAX1BP1	1	TAX1BP1	
KLHL2	1	KLHL2	
KLHL7	1	KLHL7	
PLAA	1	PLAA	
GRK7	1	GRK7	
PLEK	1	PLEK	
ELF1	1	ELF1	
ELF3	1	ELF3	
ZMYND10	1	ZMYND10	
CCS	1	CCS	
RRP9	1	RRP9	
NUP85	1	NUP85	
ZIK1	1	ZIK1	
PAIP1	1	PAIP1	
CLU	1	CLU	
FKBP4	1	FKBP4	
TCEANC	1	TCEANC	
RPS6KA3	1	RPS6KA3	
RPS6KA2	1	RPS6KA2	
CFAP299	1	CFAP299	
EMC2	1	EMC2	
PNPT1	1	PNPT1	
DAO	1	DAO	
PDSS1	1	PDSS1	
GLYATL1	1	GLYATL1	
AACS	1	AACS	
SIRT2	1	SIRT2	
MDH1	1	MDH1	
TFCP2	1	TFCP2	
SH2D3A	1	SH2D3A	
RAD23A	1	RAD23A	
RTCB	1	RTCB	
DYM	1	DYM	
TF	1	TF	
PCSK1	1	PCSK1	
FAM172A	1	FAM172A	
THEMIS2	1	THEMIS2	
DKC1	1	DKC1	
ECD	1	ECD	
ENO4	1	ENO4	
RNF126	1	RNF126	
NMNAT1	1	NMNAT1	
CHP2	1	CHP2	
MACROH2A1	1	MACROH2A1	
KCNAB1	1	KCNAB1	
KCNAB2	1	KCNAB2	
MROH8	1	MROH8	
RNF25	1	RNF25	
GOLGA1	1	GOLGA1	
GMCL2	1	GMCL2	
TNFAIP8L3	1	TNFAIP8L3	
RPUSD1	1	RPUSD1	
ALDOA	1	ALDOA	
AKAP8	1	AKAP8	
ANGEL2	1	ANGEL2	
POLI	1	POLI	
RGS19	1	RGS19	
RGS14	1	RGS14	
MTMR12	1	MTMR12	
PCMTD1	1	PCMTD1	
ACSBG2	1	ACSBG2	
PLOD2	1	PLOD2	
ATXN3L	1	ATXN3L	
STUB1	1	STUB1	
TRIB2	1	TRIB2	
ZNF585B	1	ZNF585B	
RPP40	1	RPP40	
NGLY1	1	NGLY1	
C10orf90	1	C10orf90	
AP1M2	1	AP1M2	
AP1G2	1	AP1G2	
RAB26	1	RAB26	
RAB23	1	RAB23	
FBXL15	1	FBXL15	
PANK4	1	PANK4	
PPP2R1A	1	PPP2R1A	
ZNF3	1	ZNF3	
ZNF7	1	ZNF7	
HDX	1	HDX	
SH3BGR	1	SH3BGR	
UAP1L1	1	UAP1L1	
SPDYE2B	1	SPDYE2B	
PPP2R5E	1	PPP2R5E	
ABRAXAS1	1	ABRAXAS1	
WEE2	1	WEE2	
PPP2R2D	1	PPP2R2D	
LRRC46	1	LRRC46	
PTGR2	1	PTGR2	
ANKRD30BL	1	ANKRD30BL	
AP2M1	1	AP2M1	
LRRC59	1	LRRC59	
L3MBTL4	1	L3MBTL4	
BEND7	1	BEND7	
DGLUCY	1	DGLUCY	
RFTN1	1	RFTN1	
DOK2	1	DOK2	
NPHP1	1	NPHP1	
MAPK12	1	MAPK12	
DCANP1	1	DCANP1	
CLPX	1	CLPX	
BIN3	1	BIN3	
TRIP4	1	TRIP4	
DUS1L	1	DUS1L	
ITK	1	ITK	
SERPINA1	1	SERPINA1	
TRIM3	1	TRIM3	
SEPTIN2	1	SEPTIN2	
SEPTIN5	1	SEPTIN5	
GTF2H1	1	GTF2H1	
GTF2H2	1	GTF2H2	
SEPTIN4	1	SEPTIN4	
SEPTIN7	1	SEPTIN7	
NSFL1C	1	NSFL1C	
PSD2	1	PSD2	
TIPIN	1	TIPIN	
TCERG1L	1	TCERG1L	
SRPK3	1	SRPK3	
KCTD4	1	KCTD4	
KCTD9	1	KCTD9	
LMNTD2	1	LMNTD2	
NAP1L4	1	NAP1L4	
ZC3H12D	1	ZC3H12D	
ZC3H12A	1	ZC3H12A	
LRATD2	1	LRATD2	
DEDD2	1	DEDD2	
DUSP6	1	DUSP6	
GZF1	1	GZF1	
KMT5C	1	KMT5C	
SH3BP5L	1	SH3BP5L	
ADSS1	1	ADSS1	
ETF1	1	ETF1	
E2F6	1	E2F6	
MON1A	1	MON1A	
PHGDH	1	PHGDH	
ANKFN1	1	ANKFN1	
ARHGEF3	1	ARHGEF3	
NEK11	1	NEK11	
SULT6B1	1	SULT6B1	
ETV2	1	ETV2	
ERCC3	1	ERCC3	
ERCC2	1	ERCC2	
WDR46	1	WDR46	
WDR37	1	WDR37	
WDR20	1	WDR20	
THOC3	1	THOC3	
ORC4	1	ORC4	
ORC3	1	ORC3	
MAP3K20	1	MAP3K20	
FANCE	1	FANCE	
DNAJC3	1	DNAJC3	
DNAJC7	1	DNAJC7	
LCORL	1	LCORL	
P3H3	1	P3H3	
PARVG	1	PARVG	
ZSCAN9	1	ZSCAN9	
COMP	1	COMP	
PUS7	1	PUS7	
ZSCAN4	1	ZSCAN4	
BLMH	1	BLMH	
LSS	1	LSS	
LIN9	1	LIN9	
PITHD1	1	PITHD1	
UCK1	1	UCK1	
NELFB	1	NELFB	
NSUN5	1	NSUN5	
NSUN6	1	NSUN6	
FOXR2	1	FOXR2	
CPA3	1	CPA3	
FAM227A	1	FAM227A	
FSCN1	1	FSCN1	
RCOR3	1	RCOR3	
PPP1CA	1	PPP1CA	
MPI	1	MPI	
CPT2	1	CPT2	
MMP3	1	MMP3	
EPS8L2	1	EPS8L2	
NAA10	1	NAA10	
MX1	1	MX1	
TPGS2	1	TPGS2	
MMUT	1	MMUT	
WDTC1	1	WDTC1	
MNDA	1	MNDA	
ACSM4	1	ACSM4	
AMPD3	1	AMPD3	
SENP1	1	SENP1	
PRELP	1	PRELP	
TBKBP1	1	TBKBP1	
TBK1	1	TBK1	
TSTD2	1	TSTD2	
EXD2	1	EXD2	
SULT1A4	1	SULT1A4	
SULT1A3	1	SULT1A3	
ARHGAP9	1	ARHGAP9	
CDKL2	1	CDKL2	
TXNDC9	1	TXNDC9	
SP140L	1	SP140L	
PHKG1	1	PHKG1	
CPNE1	1	CPNE1	
CCDC96	1	CCDC96	
EPB42	1	EPB42	
NUDCD1	1	NUDCD1	
UBXN2B	1	UBXN2B	
LOXL4	1	LOXL4	
CRY1	1	CRY1	
LRPAP1	1	LRPAP1	
RNPC3	1	RNPC3	
CEP70	1	CEP70	
CEP76	1	CEP76	
NR1D2	1	NR1D2	
PAH	1	PAH	
FARSB	1	FARSB	
PBK	1	PBK	
C18orf54	1	LAS2	
NR1I2	1	NR1I2	
C18orf21	1	C18orf21	
GOLGA8S	1	GOLGA8S	
GOLGA8M	1	GOLGA8M	
GOLGA8N	2	GOLGA8O:GOLGA8N	
GOLGA8B	1	GOLGA8B	
GOLGA6A	1	GOLGA6A	
NPIPA3	1	NPIPA3	
BPGM	1	BPGM	
ASCC2	1	ASCC2	
HNRNPLL	1	HNRNPLL	
HAAO	1	HAAO	
MPP6	1	MPP6	
VAT1L	1	VAT1L	
RABGEF1	1	RABGEF1	
PSMD7	1	PSMD7	
PSMD3	1	PSMD3	
