NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
RWDD2B	1	RWDD2B	
SPOPL	1	SPOPL	
CST6	1	CST6	
MIS18A	1	MIS18A	
IL6	1	IL6	
CA5A	1	CA5A	
COPS8	1	COPS8	
LRRC23	1	LRRC23	
KLK1	1	KLK1	
EEF1AKMT1	1	EEF1AKMT1	
DPPA3	1	DPPA3	
AMZ2	1	AMZ2	
LY6G5B	1	LY6G5B	
SMIM10L2B	1	SMIM10L2B	
SMIM10L2A	1	SMIM10L2A	
TK1	1	TK1	
GNAT1	1	GNAT1	
NDUFAF2	1	NDUFAF2	
EXOSC7	1	EXOSC7	
GTF2B	1	GTF2B	
GNA14	1	GNA14	
C20orf204	1	C20orf204	
FBXO17	1	FBXO17	
MAPK12	1	MAPK12	
C17orf50	1	C17orf50	
DTWD1	1	DTWD1	
CACYBP	1	CACYBP	
SERPINB2	1	SERPINB2	
TNFAIP8L3	1	TNFAIP8L3	
ZNF32	1	ZNF32	
NEU3	1	NEU3	
PYY	1	PYY	
GNA15	1	GNA15	
IL13	1	IL13	
SMIM13	1	SMIM13	
NR0B2	1	NR0B2	
SPG21	1	SPG21	
SELENOF	1	SELENOF	
EIF2B1	1	EIF2B1	
POLR2C	1	POLR2C	
MAPK14	1	MAPK14	
UXT	1	UXT	
NDUFAF4	1	NDUFAF4	
STK16	1	STK16	
RILPL2	1	RILPL2	
ELAVL1	1	ELAVL1	
ZMAT5	1	ZMAT5	
SH3BGR	1	SH3BGR	
LGALS9	1	LGALS9	
CCND1	1	CCND1	
RPP30	1	RPP30	
PLAAT1	1	PLAAT1	
SELENBP1	1	SELENBP1	
ECHDC1	1	ECHDC1	
PCGF5	1	PCGF5	
BATF3	1	BATF3	
HES2	1	HES2	
TMEM89	1	TMEM89	
PMF1	1	PMF1	
PGK1	1	PGK1	
NME9	1	NME9	
TERB2	1	TERB2	
ATG12	1	ATG12	
SAT1	1	SAT1	
RNF224	1	RNF224	
ANXA9	1	ANXA9	
NUP43	1	NUP43	
PSMA4	1	PSMA4	
APOD	1	APOD	
NPL	1	NPL	
MAP3K7CL	1	MAP3K7CL	
IFNA7	1	IFNA7	
HEMK1	1	HEMK1	
NXPH3	1	NXPH3	
CTXN3	1	CTXN3	
DEFB125	1	DEFB125	
MRPS18B	1	MRPS18B	
ALAD	1	ALAD	
PRELID3B	1	PRELID3B	
DUSP2	1	DUSP2	
PRSS58	1	PRSS58	
GNMT	1	GNMT	
OOSP3	1	OOSP3	
KLK9	1	KLK9	
C11orf1	1	C11orf1	
VAMP8	1	VAMP8	
NIPSNAP1	1	NIPSNAP1	
PATE2	1	PATE2	
FAHD2B	1	FAHD2B	
WDR92	1	WDR92	
BTBD19	1	BTBD19	
CCL15	1	CCL15	
MAP2K6	1	MAP2K6	
ANKRD23	1	ANKRD23	
LGALS9B	1	LGALS9B	
RWDD2A	1	RWDD2A	
ACAA2	1	ACAA2	
DCANP1	1	DCANP1	
SAP25	1	SAP25	
INSL5	1	INSL5	
PITPNA	1	PITPNA	
RPL5	1	RPL5	
PHYH	1	PHYH	
DXO	1	DXO	
SMIM26	1	SMIM26	
ATPAF2	1	ATPAF2	
PAFAH2	1	PAFAH2	
APOBEC1	1	APOBEC1	
RPL29	1	RPL29	
TMOD2	1	TMOD2	
BOK	1	BOK	
IGHA1	1	IGHA1	
REC114	1	REC114	
TCEA1	1	TCEA1	
PAFAH1B1	1	PAFAH1B1	
IL7	1	IL7	
VAMP7	1	VAMP7	
KLK14	1	KLK14	
PSMD13	1	PSMD13	
EBLN2	1	EBLN2	
KLHDC3	1	KLHDC3	
MRPS10	1	MRPS10	
WDR77	1	WDR77	
BAK1	1	BAK1	
NDUFAF3	1	NDUFAF3	
NIT1	1	NIT1	
UBXN2A	1	UBXN2A	
PGP	1	PGP	
CST5	1	CST5	
TUBB8B	1	TUBB8B	
RP2	1	RP2	
TMEM141	1	TMEM141	
IDO1	1	IDO1	
FAAP20	1	FAAP20	
LIN28B	1	LIN28B	
CTF1	1	CTF1	
PSMA2	1	PSMA2	
CENPP	1	CENPP	
RAB34	1	RAB34	
APOC2	1	APOC2	
TUBA4B	1	TUBA4B	
BCDIN3D	1	BCDIN3D	
C4orf48	1	C4orf48	
LCN2	1	LCN2	
IFNL1	1	IFNL1	
LCN6	1	LCN6	
ACTR1A	1	ACTR1A	
ERAS	1	ERAS	
RNASE13	1	RNASE13	
QTRT1	1	QTRT1	
ID2	1	ID2	
C20orf203	1	C20orf203	
SDS	1	SDS	
ATP6V0E2	1	ATP6V0E2	
PSMA6	1	PSMA6	
LIX1	1	LIX1	
MED7	1	MED7	
AHSA1	1	AHSA1	
ERP27	1	ERP27	
NSA2	1	NSA2	
BTG4	1	BTG4	
MTRES1	1	MTRES1	
CHMP1B	1	CHMP1B	
COX20	1	COX20	
STYX	1	STYX	
LRRC30	1	LRRC30	
UQCRQ	1	UQCRQ	
SNX11	1	SNX11	
LRRC39	1	LRRC39	
ARL10	1	ARL10	
CAMP	1	CAMP	
PTPN7	1	PTPN7	
PPCS	1	PPCS	
SUCLG1	1	SUCLG1	
PIH1D1	1	PIH1D1	
ADH5	1	ADH5	
ZNF575	1	ZNF575	
TTC9	1	TTC9	
ADH1A	1	ADH1A	
NEIL2	1	NEIL2	
ORM2	1	ORM2	
IFNL3	1	IFNL3	
IGLL1	1	IGLL1	
PLEKHF2	1	PLEKHF2	
PRTN3	1	PRTN3	
PTH	1	PTH	
PIM1	1	PIM1	
AURKAIP1	1	AURKAIP1	
GFER	1	GFER	
MRPL58	1	MRPL58	
FBXO2	1	FBXO2	
PHYHIP	1	PHYHIP	
SMIM7	1	SMIM7	
LST1	1	LST1	
KIAA1143	1	KIAA1143	
VTI1A	1	VTI1A	
NDUFB6	1	NDUFB6	
AMDHD2	1	AMDHD2	
AUNIP	1	AUNIP	
COA3	1	COA3	
SAMD12	1	SAMD12	
SPIC	1	SPIC	
MAPKAPK3	1	MAPKAPK3	
C1orf194	1	C1orf194	
AP3S2	1	AP3S2	
DNASE1L1	1	DNASE1L1	
CHIC1	1	CHIC1	
HSPB2	1	HSPB2	
FAM86B1	1	FAM86B1	
ORC6	1	ORC6	
FAHD2A	1	FAHD2A	
PAIP2B	1	PAIP2B	
RASL11A	1	RASL11A	
RAB41	1	RAB41	
CRK	1	CRK	
PSMB8	1	PSMB8	
ARHGEF39	1	ARHGEF39	
DHRS2	1	DHRS2	
IL32	1	IL32	
SHFL	1	SHFL	
ZNHIT1	1	ZNHIT1	
CASP7	1	CASP7	
MAPK11	1	MAPK11	
SMCO3	1	SMCO3	
TMEM263	1	TMEM263	
KLK2	1	KLK2	
EIF3M	1	EIF3M	
TK2	1	TK2	
KCNRG	1	KCNRG	
GUCA1C	1	GUCA1C	
TIPRL	1	TIPRL	
GM2A	1	GM2A	
ADH1C	1	ADH1C	
RASL10B	1	RASL10B	
TP53RK	1	TP53RK	
CENPK	1	CENPK	
CFAP300	1	CFAP300	
CTRC	1	CTRC	
C8G	1	C8G	
LRRC72	1	LRRC72	
RPUSD1	1	RPUSD1	
ACMSD	1	ACMSD	
NSUN3	1	NSUN3	
MRPL32	1	MRPL32	
TYMS	1	TYMS	
ALDOB	1	ALDOB	
CDK10	1	CDK10	
RPS4X	1	RPS4X	
TUBA4A	1	TUBA4A	
NUDT22	1	NUDT22	
ARMH2	1	ARMH2	
TAFA3	1	TAFA3	
GOSR2	1	GOSR2	
CRISP2	1	CRISP2	
SMIM10L1	1	SMIM10L1	
SPIN3	1	SPIN3	
CYTL1	1	CYTL1	
SAE1	1	SAE1	
UCK1	1	UCK1	
TMEM265	1	TMEM265	
OSGEP	1	OSGEP	
RNASE12	1	RNASE12	
DIMT1	1	DIMT1	
ATP5PO	1	ATP5PO	
FAM78B	1	FAM78B	
RAB6C	1	RAB6C	
RFPL4B	1	RFPL4B	
CSHL1	1	CSHL1	
ANKRD30BL	1	ANKRD30BL	
IL37	1	IL37	
L3HYPDH	1	L3HYPDH	
NAPB	1	NAPB	
SMIM3	1	SMIM3	
PPME1	1	PPME1	
EIF2B2	1	EIF2B2	
NIF3L1	1	NIF3L1	
POLR2F	1	POLR2F	
GRXCR1	1	GRXCR1	
DPH6	1	DPH6	
DYNC2LI1	1	DYNC2LI1	
PTPA	1	PTPA	
TUBB4A	1	TUBB4A	
CALB2	1	CALB2	
MAFK	1	MAFK	
ATP23	1	ATP23	
NDRG4	1	NDRG4	
GSTO2	1	GSTO2	
PNCK	1	PNCK	
TPD52L1	1	TPD52L1	
GNAI1	1	GNAI1	
KRTAP9-7	1	KRTAP9-7	
ZNF138	1	ZNF138	
MAX	1	MAX	
CCNQ	1	CCNQ	
GLYAT	1	GLYAT	
RBP4	1	RBP4	
C5orf51	1	C5orf51	
PTGR1	1	PTGR1	
PLK5	1	PLK5	
IGHA2	1	IGHA2	
CSKMT	1	CSKMT	
RTCA	1	RTCA	
CRYZL1	1	CRYZL1	
DNAJB13	1	DNAJB13	
ADH4	1	ADH4	
C1orf53	1	C1orf53	
ACY3	1	ACY3	
IER3IP1	1	IER3IP1	
C3orf85	1	C3orf85	
KRTAP4-4	1	KRTAP4-4	
IL5	1	IL5	
EEF1AKMT4	1	EEF1AKMT4	
DCUN1D5	1	DCUN1D5	
HAGH	1	HAGH	
DERA	1	DERA	
LY6D	1	LY6D	
NMNAT1	1	NMNAT1	
CRYZ	1	CRYZ	
ACTR1B	1	ACTR1B	
TMEM213	1	TMEM213	
DESI2	1	DESI2	
CCL24	1	CCL24	
DCUN1D3	1	DCUN1D3	
GOT1	1	GOT1	
RAB6D	1	RAB6D	
WDR54	1	WDR54	
PPM1A	1	PPM1A	
IFNL4	1	IFNL4	
RPP40	1	RPP40	
CCDC25	1	CCDC25	
FAM243B	1	FAM243B	
FAM243A	1	FAM243A	
UBL4B	1	UBL4B	
PHYHIPL	1	PHYHIPL	
CA8	1	CA8	
TICAM2	1	TICAM2	
FBL	1	FBL	
PUSL1	1	PUSL1	
DNAJB7	1	DNAJB7	
TEX37	1	TEX37	
ALKBH3	1	ALKBH3	
SCRN1	1	SCRN1	
SCGB3A2	1	SCGB3A2	
PGGT1B	1	PGGT1B	
BIN3	1	BIN3	
AIDA	1	AIDA	
NNAT	1	NNAT	
GLOD5	1	GLOD5	
KLK13	1	KLK13	
PIP	1	PIP	
SSNA1	1	SSNA1	
LYPD1	1	LYPD1	
SNN	1	SNN	
CA6	1	CA6	
PNMT	1	PNMT	
PID1	1	PID1	
NDUFS4	1	NDUFS4	
LYZL6	1	LYZL6	
LANCL2	1	LANCL2	
GGPS1	1	GGPS1	
MIA	1	MIA	
MYL6B	1	MYL6B	
GNPDA2	1	GNPDA2	
SMIM35	1	SMIM35	
SMIM12	1	SMIM12	
FHL3	1	FHL3	
MRPL27	1	MRPL27	
ZCRB1	1	ZCRB1	
PLCXD2	1	PLCXD2	
LAMTOR1	1	LAMTOR1	
SRP14	1	SRP14	
PSMA8	1	PSMA8	
SAMD5	1	SAMD5	
MRPL54	1	MRPL54	
TUBB4B	1	TUBB4B	
RAD1	1	RAD1	
QRFP	1	QRFP	
SDHAF2	1	SDHAF2	
ASB9	1	ASB9	
MMP7	1	MMP7	
GNAI3	1	GNAI3	
APEX1	1	APEX1	
C1orf158	1	C1orf158	
NOP16	1	NOP16	
GINS1	1	GINS1	
FBXL14	1	FBXL14	
GMPPB	1	GMPPB	
AGRP	1	AGRP	
WFDC2	1	WFDC2	
DEFB126	1	DEFB126	
KCNAB2	1	KCNAB2	
GLOD4	1	GLOD4	
HPF1	1	HPF1	
GNAT2	1	GNAT2	
ALDOC	1	ALDOC	
C12orf29	1	C12orf29	
SAMD10	1	SAMD10	
MYL1	1	MYL1	
USB1	1	USB1	
IFI35	1	IFI35	
COX16	1	COX16	
TUBB	1	TUBB	
ALKBH6	1	ALKBH6	
RASD2	1	RASD2	
DNAJC5G	1	DNAJC5G	
APOM	1	APOM	
RND1	1	RND1	
GZMK	1	GZMK	
C12orf57	1	C12orf57	
TUBB2A	1	TUBB2A	
DPH5	1	DPH5	
CABP2	1	CABP2	
TBC1D7	1	TBC1D7	
ZNF146	1	ZNF146	
PRKY	1	PRKY	
ACOT1	1	ACOT1	
GRTP1	1	GRTP1	
PSPN	1	PSPN	
DNLZ	1	DNLZ	
TBCEL	1	TBCEL	
ARHGAP11B	1	ARHGAP11B	
CXorf65	1	CXorf65	
DNAJB9	1	DNAJB9	
DDA1	1	DDA1	
RPL13	1	RPL13	
SPIN4	1	SPIN4	
CNPY2	1	CNPY2	
ANAPC16	1	ANAPC16	
TMEM14C	1	TMEM14C	
ATP5PD	1	ATP5PD	
NDUFB10	1	NDUFB10	
TAC4	1	TAC4	
EFCAB9	1	EFCAB9	
GCK	1	GCK	
PGLYRP1	1	PGLYRP1	
NDRG2	1	NDRG2	
GPX5	1	GPX5	
FCF1	1	FCF1	
SET	1	SET	
CKB	1	CKB	
C7orf61	1	C7orf61	
MPC1	1	MPC1	
NUDT8	1	NUDT8	
C1orf54	1	C1orf54	
ZFYVE21	1	ZFYVE21	
PRSS45P	1	PRSS45P	
EDDM3B	1	EDDM3B	
LEP	1	LEP	
VNN3	1	VNN3	
RCC1	1	RCC1	
GOLPH3L	1	GOLPH3L	
GNPDA1	1	GNPDA1	
CCL23	1	CCL23	
SMIM21	1	SMIM21	
KCNIP3	1	KCNIP3	
PPID	1	PPID	
FHL2	1	FHL2	
MRPL21	1	MRPL21	
SMIM8	1	SMIM8	
ATP5MF	1	ATP5MF	
PPP1CC	1	PPP1CC	
QDPR	1	QDPR	
CINP	1	CINP	
CRYAA	1	CRYAA	
CRYAA2	1	CRYAA2	
GLO1	1	GLO1	
LMO2	1	LMO2	
OTOR	1	OTOR	
FANK1	1	FANK1	
CST3	1	CST3	
NMS	1	NMS	
RPS10	1	RPS10	
MRPL50	1	MRPL50	
NDUFA7	1	NDUFA7	
USP17L23	1	USP17L23	
CCND3	1	CCND3	
AKR7L	1	AKR7L	
TRAV6	1	TRAV6	
ABHD4	1	ABHD4	
FEN1	1	FEN1	
MIS12	1	MIS12	
GINS4	1	GINS4	
EXOSC6	1	EXOSC6	
LIAS	1	LIAS	
AKR7A3	1	AKR7A3	
IGFL3	1	IGFL3	
PPP1R7	1	PPP1R7	
MRPS18A	1	MRPS18A	
CYTH1	1	CYTH1	
ZNF501	1	ZNF501	
PPP1R14B	1	PPP1R14B	
EFCAB8	1	EFCAB8	
FGF17	1	FGF17	
TOMM20L	1	TOMM20L	
CLEC19A	1	CLEC19A	
SEC13	1	SEC13	
NRN1	1	NRN1	
SULT1C3	1	SULT1C3	
CAMKMT	1	CAMKMT	
RBPMS	1	RBPMS	
OOSP1	1	OOSP1	
WDR74	1	WDR74	
MTG1	1	MTG1	
SOCS1	1	SOCS1	
RPLP1	1	RPLP1	
SPSB4	1	SPSB4	
KRTAP9-2	1	KRTAP9-2	
G0S2	1	G0S2	
DEFB128	1	DEFB128	
FSHB	1	FSHB	
TMEM233	1	TMEM233	
ARPIN	1	ARPIN	
PIM2	1	PIM2	
GIMAP6	1	GIMAP6	
IGHG2	1	IGHG2	
SERPINB6	1	SERPINB6	
GZMM	1	GZMM	
NAA10	1	NAA10	
C9orf135	1	C9orf135	
REX1BD	1	REX1BD	
MAPK13	1	MAPK13	
MAT2B	1	MAT2B	
NRG4	1	NRG4	
COX6A2	1	COX6A2	
CNTF	1	CNTF	
TUBB2B	1	TUBB2B	
GBA3	1	GBA3	
NENF	1	NENF	
SULT1A2	1	SULT1A2	
KLK11	1	KLK11	
DIO2	1	DIO2	
TSR2	1	TSR2	
GNAT3	1	GNAT3	
ALDOA	1	ALDOA	
SIRPD	1	SIRPD	
GNAI2	1	GNAI2	
EMG1	1	EMG1	
IL11	1	IL11	
MRPS36	1	MRPS36	
C19orf12	1	C19orf12	
C9orf85	1	C9orf85	
LY6G6C	1	LY6G6C	
SPINK8	1	SPINK8	
GPSM3	1	GPSM3	
PSORS1C1	1	PSORS1C1	
NUP37	1	NUP37	
APOA2	1	APOA2	
SDSL	1	SDSL	
AP3S1	1	AP3S1	
IFNL2	1	IFNL2	
OGG1	1	OGG1	
CDK6	1	CDK6	
FXYD4	1	FXYD4	
TBCB	1	TBCB	
MRPL18	1	MRPL18	
PSMD9	1	PSMD9	
C5orf49	1	C5orf49	
REP15	1	REP15	
IL1A	1	IL1A	
TAF12	1	TAF12	
SERPINB1	1	SERPINB1	
MACIR	1	MACIR	
PPBP	1	PPBP	
CCNG1	1	CCNG1	
UBE2S	1	UBE2S	
CCDC182	1	CCDC182	
LANCL1	1	LANCL1	
XRCC2	1	XRCC2	
CFAP298	1	CFAP298	
KCTD5	1	KCTD5	
MMACHC	1	MMACHC	
SPIN1	1	SPIN1	
TAFA2	1	TAFA2	
PBK	1	PBK	
PRSS51	1	PRSS51	
FGF16	1	FGF16	
RNF141	1	RNF141	
FAM237B	1	FAM237B	
CDK4	1	CDK4	
SPATA9	1	SPATA9	
REG3A	1	REG3A	
TUBG2	1	TUBG2	
GSTT4	1	GSTT4	
RAB33A	1	RAB33A	
PIPOX	1	PIPOX	
CHI3L1	1	CHI3L1	
ATP5IF1	1	ATP5IF1	
C4orf46	1	C4orf46	
TRAPPC4	1	TRAPPC4	
RNASEH2A	1	RNASEH2A	
LRRC61	1	LRRC61	
FBXO27	1	FBXO27	
SIRT4	1	SIRT4	
FXYD1	1	FXYD1	
PLA2G5	1	PLA2G5	
ACAA1	1	ACAA1	
ETFBKMT	1	ETFBKMT	
TUBG1	1	TUBG1	
HSPB7	1	HSPB7	
IGHG1	1	IGHG1	
EXOSC4	1	EXOSC4	
RAB3C	1	RAB3C	
RAB33B	1	RAB33B	
TEX36	1	TEX36	
KRTAP13-1	1	KRTAP13-1	
WFDC6	1	WFDC6	
SPIN2B	1	SPIN2B	
SPSB1	1	SPSB1	
SMIM1	1	SMIM1	
RAB37	1	RAB37	
GLT1D1	1	GLT1D1	
ACBD6	1	ACBD6	
PPTC7	1	PPTC7	
CCDC167	1	CCDC167	
PSMA5	1	PSMA5	
MRPL36	1	MRPL36	
BEX2	1	BEX2	
PSMB3	1	PSMB3	
CUTC	1	CUTC	
ADA	1	ADA	
TMEM167B	1	TMEM167B	
MYL4	1	MYL4	
PPP1CA	1	PPP1CA	
SAA4	1	SAA4	
GNB3	1	GNB3	
RABL2B	1	RABL2B	
PA2G4	1	PA2G4	
SMIM22	1	SMIM22	
RNASE3	1	RNASE3	
RFPL4A	1	RFPL4A	
FGF22	1	FGF22	
ARPC4	1	ARPC4	
RFPL4AL1	1	RFPL4AL1	
NDUFB7	1	NDUFB7	
CAB39	1	CAB39	
ZFAND1	1	ZFAND1	
PAM16	1	PAM16	
C17orf64	1	C17orf64	
RAN	1	RAN	
LYG2	1	LYG2	
BAX	1	BAX	
B9D1	1	B9D1	
ABHD11	1	ABHD11	
IGHG4	1	IGHG4	
GZMA	1	GZMA	
PRSS1	1	PRSS1	
COMMD5	1	COMMD5	
BEX1	1	BEX1	
BGLAP	1	BGLAP	
NSMCE1	1	NSMCE1	
GSTT1	1	GSTT1	
PXDC1	1	PXDC1	
INPP1	1	INPP1	
MMP26	1	MMP26	
GLUL	1	GLUL	
KRTAP26-1	1	KRTAP26-1	
PPP4C	1	PPP4C	
DDO	1	DDO	
FTHL17	1	FTHL17	
BLOC1S5	1	BLOC1S5	
APCS	1	APCS	
RSL24D1	1	RSL24D1	
GLTP	1	GLTP	
SIRT5	1	SIRT5	
METTL27	1	METTL27	
MDK	1	MDK	
RPP25	1	RPP25	
PPCDC	1	PPCDC	
H2BW2	1	H2BW2	
NDUFC1	1	NDUFC1	
DHDH	1	DHDH	
WFDC11	1	WFDC11	
LYPD2	1	LYPD2	
DNASE1L3	1	DNASE1L3	
SNCG	1	SNCG	
ALKBH2	1	ALKBH2	
AKAP14	1	AKAP14	
KRTAP19-3	1	KRTAP19-3	
HTD2	1	HTD2	
SMUG1	1	SMUG1	
NANS	1	NANS	
NDRG3	1	NDRG3	
YDJC	1	YDJC	
EIF4E1B	1	EIF4E1B	
SPIN2A	1	SPIN2A	
ATG10	1	ATG10	
QTRT2	1	QTRT2	
ARG2	1	ARG2	
HAO1	1	HAO1	
BBIP1	1	BBIP1	
CARTPT	1	CARTPT	
ENO3	1	ENO3	
HSD17B8	1	HSD17B8	
LDOC1	1	LDOC1	
MRPL51	1	MRPL51	
RERGL	1	RERGL	
GPHA2	1	GPHA2	
DCXR	1	DCXR	
SULT2B1	1	SULT2B1	
NUPR2	1	NUPR2	
GLYATL1B	1	GLYATL1B	
PIGY	1	PIGY	
CCL4L2	1	CCL4L1	
TFF3	1	TFF3	
SERHL2	1	SERHL2	
FAM118B	1	FAM118B	
NSMCE2	1	NSMCE2	
PRPF38A	1	PRPF38A	
AKR1A1	1	AKR1A1	
SULT1A1	1	SULT1A1	
BPNT1	1	BPNT1	
COX8C	1	COX8C	
RAB32	1	RAB32	
REG3G	1	REG3G	
FAM118A	1	FAM118A	
C21orf62	1	C21orf62	
ADO	1	ADO	
NAA20	1	NAA20	
B3GNTL1	1	B3GNTL1	
PAXX	1	PAXX	
CST4	1	CST4	
LCMT1	1	LCMT1	
SULT1C4	1	SULT1C4	
ZNF22	1	ZNF22	
GPX7	1	GPX7	
RNASE9	1	RNASE9	
MYDGF	1	MYDGF	
HMBS	1	HMBS	
RNASE8	1	RNASE8	
H2AC13	1	H2AC11	
PPM1M	1	PPM1M	
TXNDC9	1	TXNDC9	
PBDC1	1	PBDC1	
DR1	1	DR1	
GLRX3	1	GLRX3	
PDC	1	PDC	
CAB39L	1	CAB39L	
JDP2	1	JDP2	
IL26	1	IL26	
CST8	1	CST8	
MOB4	1	MOB4	
RNASE7	1	RNASE7	
CLECL1	1	CLECL1	
KCTD4	1	KCTD4	
CXCL1	1	CXCL1	
C19orf85	1	C19orf85	
WFDC9	1	WFDC9	
PDRG1	1	PDRG1	
TEX43	1	TEX43	
CCDC197	1	CCDC197	
KRTDAP	1	KRTDAP	
GTF2F2	1	GTF2F2	
RPL13A	1	RPL13A	
ANKRD45	1	ANKRD45	
SERPINB8	1	SERPINB8	
CRYBB1	1	CRYBB1	
RNF227	1	RNF227	
RAE1	1	RAE1	
HSPB8	1	HSPB8	
SERPINB12	1	SERPINB12	
LY96	1	LY96	
DUSP26	1	DUSP26	
LIF	1	LIF	
LIN52	1	LIN52	
SAT2	1	SAT2	
RABL3	1	RABL3	
DEFB107A	1	DEFB107A	
HIGD1B	1	HIGD1B	
LMO1	1	LMO1	
TRAPPC5	1	TRAPPC5	
RPS5	1	RPS5	
SERPINB10	1	SERPINB10	
DIRAS3	1	DIRAS3	
PPP1R14C	1	PPP1R14C	
GNB4	1	GNB4	
SNX10	1	SNX10	
COX6C	1	COX6C	
TBC1D26	1	TBC1D26	
PROK2	1	PROK2	
KHDC3L	1	KHDC3L	
TRPT1	1	TRPT1	
RAB23	1	RAB23	
PSMC3IP	1	PSMC3IP	
ENO1	1	ENO1	
TRIQK	1	TRIQK	
FGF9	1	FGF9	
C9orf116	1	C9orf116	
THTPA	1	THTPA	
ADK	1	ADK	
PHYHD1	1	PHYHD1	
CALB1	1	CALB1	
RAB39B	1	RAB39B	
PATE3	1	PATE3	
SRM	1	SRM	
KCTD1	1	KCTD1	
CXCL5	1	CXCL5	
TBC1D28	1	TBC1D28	
LGALS4	1	LGALS4	
CLEC2B	1	CLEC2B	
CDRT15	1	CDRT15	
GUCA1B	1	GUCA1B	
ZNF738	1	ZNF738	
C16orf95	1	C16orf95	
NMI	1	NMI	
RPL24	1	RPL24	
UBLCP1	1	UBLCP1	
CRYM	1	CRYM	
RAB4A	1	RAB4A	
TIRAP	1	TIRAP	
PLAAT3	1	PLAAT3	
NPM3	1	NPM3	
FXN	1	FXN	
KRTAP13-3	1	KRTAP13-3	
IL10	1	IL10	
EMC2	1	EMC2	
FAM220A	1	FAM220A	
GATD3A	2	GATD3B:GATD3A	
DCAF7	1	DCAF7	
PLCXD1	1	PLCXD1	
TIMM10B	1	TIMM10B	
RNLS	1	RNLS	
JMJD6	1	JMJD6	
TOMM20	1	TOMM20	
AMD1	1	AMD1	
POLE4	1	POLE4	
ETFB	1	ETFB	
STC1	1	STC1	
ZNF580	1	ZNF580	
RGS2	1	RGS2	
GNAO1	1	GNAO1	
RAB25	1	RAB25	
ISOC2	1	ISOC2	
ENDOV	1	ENDOV	
SDR39U1	1	SDR39U1	
PFDN1	1	PFDN1	
TMA16	1	TMA16	
NEU2	1	NEU2	
C19orf71	1	C19orf71	
NT5M	1	NT5M	
RNF11	1	RNF11	
EGLN3	1	EGLN3	
SAA1	1	SAA1	
RWDD3	1	RWDD3	
CAPS	1	CAPS	
CST2	1	CST2	
UCN	1	UCN	
CMA1	1	CMA1	
CPSF4L	1	CPSF4L	
DDIT3	1	DDIT3	
SAA2	1	SAA2	
SERPINB11	1	SERPINB11	
HUS1	1	HUS1	
DCTN6	1	DCTN6	
ARL2BP	1	ARL2BP	
RESP18	1	RESP18	
OXT	1	OXT	
CCL20	1	CCL20	
PLCXD3	1	PLCXD3	
RARRES2	1	RARRES2	
IDI2	1	IDI2	
C5orf46	1	C5orf46	
MED20	1	MED20	
PPIL6	1	PPIL6	
SULT4A1	1	SULT4A1	
PCTP	1	PCTP	
FBP2	1	FBP2	
APOC3	1	APOC3	
MRPS28	1	MRPS28	
NICN1	1	NICN1	
KLHDC9	1	KLHDC9	
NUDT21	1	NUDT21	
TP53I3	1	TP53I3	
SCGB1D4	1	SCGB1D4	
KCTD6	1	KCTD6	
PRPS1L1	1	PRPS1L1	
NPS	1	NPS	
COX7B2	1	COX7B2	
DUS4L	1	DUS4L	
C16orf90	1	C16orf90	
MRPL35	1	MRPL35	
CYB5D1	1	CYB5D1	
WDR38	1	WDR38	
HSPB6	1	HSPB6	
C12orf60	1	C12orf60	
GGTLC1	1	GGTLC1	
RHOV	1	RHOV	
GLYATL1	1	GLYATL1	
PRTFDC1	1	PRTFDC1	
AASDHPPT	1	AASDHPPT	
C4orf45	1	C4orf45	
CXCL2	1	CXCL2	
TMEM256	1	TMEM256	
GUCD1	1	GUCD1	
LYG1	1	LYG1	
AIF1L	1	AIF1L	
CFAP126	1	CFAP126	
GNB1L	1	GNB1L	
MOB2	1	MOB2	
DUPD1	1	DUPD1	
C4orf51	1	C4orf51	
CXCL6	1	CXCL6	
STATH	1	STATH	
RABEPK	1	RABEPK	
DPPA5	1	DPPA5	
DHRS11	1	DHRS11	
SHLD1	1	SHLD1	
C9orf64	1	C9orf64	
HUS1B	1	HUS1B	
MRPS11	1	MRPS11	
COQ4	1	COQ4	
HMGB4	1	HMGB4	
HAO2	1	HAO2	
ARHGDIA	1	ARHGDIA	
HSPB1	1	HSPB1	
RAB27A	1	RAB27A	
LGALS8	1	LGALS8	
CFAP20	1	CFAP20	
RGS18	1	RGS18	
COLCA2	1	COLCA2	
SMIM15	1	SMIM15	
RAB5C	1	RAB5C	
PPP6C	1	PPP6C	
SMIM23	1	SMIM23	
RPS26	1	RPS26	
NQO2	1	NQO2	
HIGD1C	1	HIGD1C	
DNAJB5	1	DNAJB5	
GSTK1	1	GSTK1	
DNAJC12	1	DNAJC12	
ADPRH	1	ADPRH	
IL20	1	IL20	
UROD	1	UROD	
ISCU	1	ISCU	
KRTAP13-2	1	KRTAP13-2	
SPEGNB	1	SPEGNB	
UBTD2	1	UBTD2	
DUSP18	1	DUSP18	
RAB21	1	RAB21	
JOSD1	1	JOSD1	
GNB2	1	GNB2	
OOEP	1	OOEP	
ITLN1	1	ITLN1	
DUSP13	1	DUSP13	
TUSC2	1	TUSC2	
DRICH1	1	DRICH1	
RAB19	1	RAB19	
MTX2	1	MTX2	
ENO2	1	ENO2	
FXYD3	1	FXYD3	
