NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
THEMIS	1	THEMIS	
PRSS56	1	PRSS56	
TUBGCP4	1	TUBGCP4	
PLPPR1	1	PLPPR1	
CH25H	1	CH25H	
OR1G1	1	OR1G1	
OR1K1	1	OR1K1	
FAM83F	1	FAM83F	
PHOX2B	1	PHOX2B	
KIR2DL4	1	KIR2DL4	
MRS2	1	MRS2	
GPR55	1	GPR55	
FGB	1	FGB	
GFAP	1	GFAP	
OTUD1	1	OTUD1	
ADARB1	1	ADARB1	
OR4C13	1	OR4C13	
OR9Q2	1	OR9Q2	
CNOT10	1	CNOT10	
AMN	1	AMN	
RANBP10	1	RANBP10	
DAZ2	2	DAZ4:DAZ2	
SLC25A16	1	SLC25A16	
ASH2L	1	ASH2L	
PINK1	1	PINK1	
ZNF665	1	ZNF665	
TMEM19	1	TMEM19	
SPATA6	1	SPATA6	
OR2T10	1	OR2T10	
MCMDC2	1	MCMDC2	
BPIFB2	1	BPIFB2	
ZNF614	1	ZNF614	
ZBTB6	1	ZBTB6	
ACSL6	1	ACSL6	
OR56B1	1	OR56B1	
ZNF772	1	ZNF772	
MS4A12	1	MS4A12	
RFX8	1	RFX8	
DIPK1A	1	DIPK1A	
CHST3	1	CHST3	
OR10G4	1	OR10G4	
TOM1L2	1	TOM1L2	
OR2AP1	1	OR2AP1	
GALR1	1	GALR1	
CDC23	1	CDC23	
PRDM11	1	PRDM11	
ADAD2	1	ADAD2	
OR7A17	1	OR7A17	
MYADML2	1	MYADML2	
PGAP3	1	PGAP3	
ZFP57	1	ZFP57	
MAMDC2	1	MAMDC2	
ZDHHC12	1	ZDHHC12	
RNF13	1	RNF13	
NTN1	1	NTN1	
ZC3H10	1	ZC3H10	
POT1	1	POT1	
ZNF471	1	ZNF471	
SIGLEC6	1	SIGLEC6	
MARCHF8	1	MARCHF8	
RBM42	1	RBM42	
MPO	1	MPO	
POMGNT1	1	POMGNT1	
SNX1	1	SNX1	
TNFAIP2	1	TNFAIP2	
KLHDC7B	1	KLHDC7B	
WBP1	1	WBP1	
BTN1A1	1	BTN1A1	
CAVIN1	1	CAVIN1	
OR4D9	1	OR4D9	
WDPCP	1	WDPCP	
FBXO21	1	FBXO21	
PAPOLB	1	PAPOLB	
RASGRP3	1	RASGRP3	
OR2C3	1	OR2C3	
TMEM182	1	TMEM182	
MSL2	1	MSL2	
GYS2	1	GYS2	
CD36	1	CD36	
LHX1	1	LHX1	
IL20RB	1	IL20RB	
PDCD7	1	PDCD7	
ZNF880	1	ZNF880	
NUGGC	1	NUGGC	
OR9G1	1	OR9G1	
FBXW8	1	FBXW8	
TMEM45A	1	TMEM45A	
HOOK3	1	HOOK3	
TRIM3	1	TRIM3	
PLCD4	1	PLCD4	
SNX33	1	SNX33	
CABLES1	1	CABLES1	
OR10S1	1	OR10S1	
EFCAB7	1	EFCAB7	
SPOCK1	1	SPOCK1	
CREB1	1	CREB1	
OXGR1	1	OXGR1	
TBRG1	1	TBRG1	
IKBIP	1	IKBIP	
TRIM69	1	TRIM69	
SPAG4	1	SPAG4	
OR8B2	1	OR8B2	
PITX3	1	PITX3	
TAS2R40	1	TAS2R40	
OR8D2	1	OR8D2	
GPR3	1	GPR3	
RXRB	1	RXRB	
RHBDD1	1	RHBDD1	
ZNF667	1	ZNF667	
TRMT61B	1	TRMT61B	
OR5L1	1	OR5L1	
OR52N4	1	OR52N4	
GTPBP1	1	GTPBP1	
C5AR2	1	C5AR2	
THEMIS2	1	THEMIS2	
GOPC	1	GOPC	
ZDHHC3	1	ZDHHC3	
OR2V1	1	OR2V1	
ELOVL7	1	ELOVL7	
GPM6A	1	GPM6A	
IL17RB	1	IL17RB	
OR51G2	1	OR51G2	
ZNF433	1	ZNF433	
TMEM109	1	TMEM109	
PIP5K1B	1	PIP5K1B	
ABCF3	1	ABCF3	
JUNB	1	JUNB	
ZBTB26	1	ZBTB26	
ZNF517	1	ZNF517	
FITM1	1	FITM1	
CEACAM1	1	CEACAM1	
SLC27A6	1	SLC27A6	
COG8	1	COG8	
ACADVL	1	ACADVL	
SCD5	1	SCD5	
LILRA1	1	LILRA1	
TRMO	1	TRMO	
KLF4	1	KLF4	
ESR2	1	ESR2	
OR5M9	1	OR5M9	
OR5H1	1	OR5H1	
ZNF354A	1	ZNF354A	
ATL2	1	ATL2	
EXTL1	1	EXTL1	
ZKSCAN4	1	ZKSCAN4	
STING1	1	STING1	
SLC25A14	1	SLC25A14	
SLC39A2	1	SLC39A2	
KBTBD7	1	KBTBD7	
RNF34	1	RNF34	
CSDE1	1	CSDE1	
IRAK3	1	IRAK3	
PTCD3	1	PTCD3	
TMPRSS5	1	TMPRSS5	
ACSL4	1	ACSL4	
VSTM4	1	VSTM4	
KLC1	1	KLC1	
TTC25	1	TTC25	
TEX9	1	TEX9	
XRCC1	1	XRCC1	
POTED	1	POTED	
LDLRAD3	1	LDLRAD3	
PPP2R3B	1	PPP2R3B	
DYNC1I2	1	DYNC1I2	
KCNJ15	1	KCNJ15	
LPCAT4	1	LPCAT4	
CLMP	1	CLMP	
OR9I1	1	OR9I1	
HCAR1	1	HCAR1	
PNPLA1	1	PNPLA1	
WDR43	1	WDR43	
ZNF835	1	ZNF835	
SURF4	1	SURF4	
GPR31	1	GPR31	
P3H3	1	P3H3	
MON1A	1	MON1A	
ARFIP1	1	ARFIP1	
SIGLEC9	1	SIGLEC9	
DDHD2	1	DDHD2	
KBTBD6	1	KBTBD6	
PCSK9	1	PCSK9	
TMEM120A	1	TMEM120A	
OR1A1	1	OR1A1	
STRBP	1	STRBP	
MMD2	1	MMD2	
OR2T12	1	OR2T12	
SLC10A7	1	SLC10A7	
CNBD2	1	CNBD2	
ZNF780A	1	ZNF780A	
OR2T33	1	OR2T33	
OR52B4	1	OR52B4	
IFT80	1	IFT80	
GPR171	1	GPR171	
OR5AK2	1	OR5AK2	
DHX15	1	DHX15	
ACSL3	1	ACSL3	
RIBC1	1	RIBC1	
DIPK1B	1	DIPK1B	
ZNF799	1	ZNF799	
CEBPB	1	CEBPB	
PLPP2	1	PLPP2	
PRKCD	1	PRKCD	
OR7D4	1	OR7D4	
NAALAD2	1	NAALAD2	
DMRT1	1	DMRT1	
OR2G6	1	OR2G6	
ANKRD33B	1	ANKRD33B	
LPXN	1	LPXN	
NAGPA	1	NAGPA	
PAK1	1	PAK1	
TMEFF1	1	TMEFF1	
GALNT4	1	GALNT4	
UGT1A5	1	UGT1A5	
ARL13B	1	ARL13B	
PLK3	1	PLK3	
RHOXF2B	1	RHOXF2B	
CD84	1	CD84	
DYNC1I1	1	DYNC1I1	
AOC1	1	AOC1	
OR51S1	1	OR51S1	
CYP26C1	1	CYP26C1	
ASTL	1	ASTL	
ELOVL1	1	ELOVL1	
PRRC1	1	PRRC1	
BMPR1B	1	BMPR1B	
MX2	1	MX2	
TRIM41	1	TRIM41	
ECE1	1	ECE1	
SYT1	1	SYT1	
TEKT4	1	TEKT4	
OR52R1	1	OR52R1	
ENTPD8	1	ENTPD8	
TMX4	1	TMX4	
MOXD1	1	MOXD1	
OR5R1	1	OR5R1	
EFNB3	1	EFNB3	
OR1J4	1	OR1J4	
KIFC1	1	KIFC1	
CSF2RA	1	CSF2RA	
TSPEAR	1	TSPEAR	
OR52W1	1	OR52W1	
ZBTB42	1	ZBTB42	
SCAMP1	1	SCAMP1	
TTC30A	1	TTC30A	
ZNF195	1	ZNF195	
GDF7	1	GDF7	
ACSL1	1	ACSL1	
PHF21B	1	PHF21B	
E2F2	1	E2F2	
TMEM102	1	TMEM102	
PHF10	1	PHF10	
ICMT	1	ICMT	
NR5A2	1	NR5A2	
FRMD1	1	FRMD1	
SPRED3	1	SPRED3	
YIF1A	1	YIF1A	
IL10RB	1	IL10RB	
CADM3	1	CADM3	
ATG14	1	ATG14	
ZNF362	1	ZNF362	
BMP3	1	BMP3	
OR9G4	1	OR9G4	
NEK5	1	NEK5	
OR2Z1	1	OR2Z1	
UGT1A7	1	UGT1A7	
ZNF30	1	ZNF30	
FCRL6	1	FCRL6	
OR8D4	1	OR8D4	
PIGC	1	PIGC	
IFRD2	1	IFRD2	
AP4B1	1	AP4B1	
DDX3X	1	DDX3X	
GALNT9	1	GALNT9	
UGT2B17	1	UGT2B17	
GASK1A	1	GASK1A	
UGT1A3	1	UGT1A3	
DNAJC2	1	DNAJC2	
KAT7	1	KAT7	
SPOCK3	1	SPOCK3	
ANKK1	1	ANKK1	
EXD2	1	EXD2	
CUL5	1	CUL5	
MIPEP	1	MIPEP	
NYX	1	NYX	
HBP1	1	HBP1	
FAM20A	1	FAM20A	
CLDN23	1	CLDN23	
UGT2B15	1	UGT2B15	
EIF2B4	1	EIF2B4	
TRMT44	1	TRMT44	
P2RX5	1	P2RX5	
TMEM270	1	TMEM270	
ZNF404	1	ZNF404	
ENGASE	1	ENGASE	
LOX	1	LOX	
STK35	1	STK35	
CALHM4	1	CALHM4	
FAM155A	1	FAM155A	
ZNF567	1	ZNF567	
GFRA1	1	GFRA1	
OR2T2	1	OR2T2	
OR6S1	1	OR6S1	
IKBKE	1	IKBKE	
PUS7	1	PUS7	
LRRC19	1	LRRC19	
OR52M1	1	OR52M1	
ANGPTL3	1	ANGPTL3	
LYSMD4	1	LYSMD4	
ANAPC7	1	ANAPC7	
C9orf50	1	C9orf50	
PRODH	1	PRODH	
SLC27A1	1	SLC27A1	
APCDD1	1	APCDD1	
RIPK1	1	RIPK1	
OMG	1	OMG	
MSR1	1	MSR1	
NAGLU	1	NAGLU	
C6orf163	1	C6orf163	
NT5C1B	1	NT5C1B	
FSD1	1	FSD1	
PRRT1	1	PRRT1	
DOLPP1	1	DOLPP1	
CD37	1	CD37	
ADRM1	1	ADRM1	
METTL16	1	METTL16	
OR4F5	1	OR4F5	
FOXP3	1	FOXP3	
C4orf47	1	C4orf47	
OR2W3	1	OR2W3	
APCDD1L	1	APCDD1L	
KATNAL2	1	KATNAL2	
CCDC93	1	CCDC93	
GOLGA6L7	1	GOLGA6L7	
HADHA	1	HADHA	
ZFP82	1	ZFP82	
KCNJ10	1	KCNJ10	
GPR157	1	GPR157	
SLFN12L	1	SLFN12L	
PAQR3	1	PAQR3	
ODF4	1	ODF4	
OR6C76	1	OR6C76	
TMEM68	1	TMEM68	
RAD54L	1	RAD54L	
EPSTI1	1	EPSTI1	
OR10D3	1	OR10D3	
NF2	1	NF2	
MPPE1	1	MPPE1	
RASGRP4	1	RASGRP4	
TRIM65	1	TRIM65	
FASTKD2	1	FASTKD2	
DCLK3	1	DCLK3	
PPP2R5D	1	PPP2R5D	
YIPF1	1	YIPF1	
PLBD2	1	PLBD2	
ZNF530	1	ZNF530	
LOXL1	1	LOXL1	
P2RX3	1	P2RX3	
FKBP9	1	FKBP9	
SRPRA	1	SRPRA	
STAU1	1	STAU1	
GJB1	1	GJB1	
OR10A2	1	OR10A2	
TADA3	1	TADA3	
ELOVL3	1	ELOVL3	
ZNF724	1	ZNF724	
HACD2	1	HACD2	
P4HA2	1	P4HA2	
CACNB3	1	CACNB3	
OR2T6	1	OR2T6	
MCU	1	MCU	
GJB3	1	GJB3	
MC2R	1	MC2R	
GPR35	1	GPR35	
CTIF	1	CTIF	
OR4F17	1	OR4F17	
FBXO24	1	FBXO24	
OR4D11	1	OR4D11	
PRPF39	1	PRPF39	
UNC5CL	1	UNC5CL	
AP1G2	1	AP1G2	
TMEM178A	1	TMEM178A	
ANGPT2	1	ANGPT2	
PGBD2	1	PGBD2	
RPUSD2	1	RPUSD2	
CALHM3	1	CALHM3	
GJC3	1	GJC3	
DBH	1	DBH	
ZNF285	1	ZNF285	
OR2T35	1	OR2T35	
MASP2	1	MASP2	
ERMARD	1	ERMARD	
SMAD4	1	SMAD4	
OR4F4	1	OR4F4	
ZNF548	1	ZNF548	
SPATA18	1	SPATA18	
RPS6KA6	1	RPS6KA6	
PKMYT1	1	PKMYT1	
FEZF2	1	FEZF2	
SYNCRIP	1	SYNCRIP	
OR5P3	1	OR5P3	
CA9	1	CA9	
CYB561A3	1	CYB561A3	
ENOX2	1	ENOX2	
PKP1	1	PKP1	
SEC22C	1	SEC22C	
CLDN12	1	CLDN12	
EFHC2	1	EFHC2	
ANGPT1	1	ANGPT1	
SLC39A3	1	SLC39A3	
OR3A3	1	OR3A3	
ERLIN2	1	ERLIN2	
MYCL	1	MYCL	
RNF44	1	RNF44	
MILR1	1	MILR1	
MASP1	1	MASP1	
ABI3	1	ABI3	
IRX5	1	IRX5	
TSPAN14	1	TSPAN14	
SCARB2	1	SCARB2	
TRABD2A	1	TRABD2A	
GXYLT2	1	GXYLT2	
PRKCG	1	PRKCG	
RAPGEFL1	1	RAPGEFL1	
NLN	1	NLN	
TRIM34	1	TRIM34	
GALNT17	1	GALNT17	
SLC51A	1	SLC51A	
ACER2	1	ACER2	
GINM1	1	GINM1	
MYOZ1	1	MYOZ1	
ZNF790	1	ZNF790	
RPL4	1	RPL4	
SLC25A28	1	SLC25A28	
OR10G7	1	OR10G7	
BACE1	1	BACE1	
EXOC7	1	EXOC7	
OR2C1	1	OR2C1	
WDR26	1	WDR26	
MPP4	1	MPP4	
YTHDF3	1	YTHDF3	
CCNB1IP1	1	CCNB1IP1	
LIMK1	1	LIMK1	
RFFL	1	RFFL	
DDX41	1	DDX41	
RSPRY1	1	RSPRY1	
OR2T8	1	OR2T8	
PLP1	1	PLP1	
GALNT18	1	GALNT18	
NXPE4	1	NXPE4	
MOCS1	1	MOCS1	
MAU2	1	MAU2	
PIK3R2	1	PIK3R2	
CPZ	1	CPZ	
CADM4	1	CADM4	
UGT2B28	1	UGT2B28	
BVES	1	BVES	
SPATA16	1	SPATA16	
FAM81B	1	FAM81B	
MME	1	MME	
FBLIM1	1	FBLIM1	
IKBKB	1	IKBKB	
TULP3	1	TULP3	
ZAR1	1	ZAR1	
FKRP	1	FKRP	
ZKSCAN3	1	ZKSCAN3	
ORC3	1	ORC3	
RRH	1	RRH	
TEX45	1	TEX45	
GLDN	1	GLDN	
DLK1	1	DLK1	
PCCA	1	PCCA	
CREM	1	CREM	
OR3A1	1	OR3A1	
UGT1A9	1	UGT1A9	
ACSL5	1	ACSL5	
CCN4	1	CCN4	
LENG9	1	LENG9	
NCSTN	1	NCSTN	
CAMKK1	1	CAMKK1	
ZNF273	1	ZNF273	
ZNF442	1	ZNF442	
ZPLD1	1	ZPLD1	
DEF6	1	DEF6	
GLB1L	1	GLB1L	
ZNF429	1	ZNF429	
SYT8	1	SYT8	
UGT1A1	1	UGT1A1	
LRRC49	1	LRRC49	
TTC6	1	TTC6	
ANKRD13B	1	ANKRD13B	
KRTAP10-4	1	KRTAP10-4	
KBTBD11	1	KBTBD11	
SENP5	1	SENP5	
IL1R2	1	IL1R2	
DQX1	1	DQX1	
POR	1	POR	
ZNF648	1	ZNF648	
L3MBTL4	1	L3MBTL4	
ZNF221	1	ZNF221	
XRCC4	1	XRCC4	
TULP2	1	TULP2	
ICAM1	1	ICAM1	
MAPK6	1	MAPK6	
VPS37B	1	VPS37B	
ZBTB8A	1	ZBTB8A	
TBC1D10A	1	TBC1D10A	
MMP9	1	MMP9	
PLCD3	1	PLCD3	
OR2D2	1	OR2D2	
TGFBI	1	TGFBI	
CD200	1	CD200	
PLXDC1	1	PLXDC1	
OC90	1	OC90	
DERL1	1	DERL1	
BBS2	1	BBS2	
ANKRD13A	1	ANKRD13A	
HEXB	1	HEXB	
OR2H2	1	OR2H2	
LHFPL3	1	LHFPL3	
EXOC5	1	EXOC5	
ISL1	1	ISL1	
ZNF699	1	ZNF699	
FICD	1	FICD	
SPATA2	1	SPATA2	
ACBD3	1	ACBD3	
B4GALT6	1	B4GALT6	
GATA5	1	GATA5	
BTN3A2	1	BTN3A2	
PLAA	1	PLAA	
DDX59	1	DDX59	
RUNDC3B	1	RUNDC3B	
UBA2	1	UBA2	
PAX2	1	PAX2	
TP53I13	1	TP53I13	
OR1N1	1	OR1N1	
GSTCD	1	GSTCD	
TMEM38B	1	TMEM38B	
KLKB1	1	KLKB1	
ASMTL	1	ASMTL	
CHST8	1	CHST8	
CUL4A	1	CUL4A	
OR2H1	1	OR2H1	
TMEM86A	1	TMEM86A	
LAPTM4A	1	LAPTM4A	
KCNK16	1	KCNK16	
C2CD4A	1	C2CD4A	
SELENON	1	SELENON	
CCDC34	1	CCDC34	
EZR	1	EZR	
OR3A2	1	OR3A2	
ERCC2	1	ERCC2	
CMTM4	1	CMTM4	
AQP11	1	AQP11	
UGT2B10	1	UGT2B10	
C2	1	C2	
EDEM1	1	EDEM1	
CCDC185	1	CCDC185	
CAPN12	1	CAPN12	
UGT2A3	1	UGT2A3	
LIN54	1	LIN54	
HOXD13	1	HOXD13	
MS4A10	1	MS4A10	
TRIP4	1	TRIP4	
TMEM143	1	TMEM143	
CPEB2	1	CPEB2	
RXYLT1	1	RXYLT1	
CETP	1	CETP	
PAX9	1	PAX9	
P4HA3	1	P4HA3	
CCDC22	1	CCDC22	
ZFP69B	1	ZFP69B	
PP2D1	1	PP2D1	
ACER3	1	ACER3	
ZDHHC22	1	ZDHHC22	
BACE2	1	BACE2	
TRMT1	1	TRMT1	
CCR10	1	CCR10	
ZNF554	1	ZNF554	
MUC15	1	MUC15	
POU4F3	1	POU4F3	
ABHD12	1	ABHD12	
STK3	1	STK3	
SOCS5	1	SOCS5	
TSPAN32	1	TSPAN32	
CABLES2	1	CABLES2	
GPR146	1	GPR146	
COG6	1	COG6	
AUP1	1	AUP1	
MBTD1	1	MBTD1	
OR10G9	1	OR10G9	
SMURF2	1	SMURF2	
TGM5	1	TGM5	
ZNF441	1	ZNF441	
DYRK3	1	DYRK3	
SRPK1	1	SRPK1	
RNF25	1	RNF25	
FGD2	1	FGD2	
SYCP3	1	SYCP3	
MTO1	1	MTO1	
TMEM120B	1	TMEM120B	
CFB	1	CFB	
GBP7	1	GBP7	
C1R	1	C1R	
GALNT2	1	GALNT2	
SDF4	1	SDF4	
TAF6	1	TAF6	
SRP68	1	SRP68	
LIME1	1	LIME1	
MEN1	1	MEN1	
MAGEA11	1	MAGEA11	
NKX2-3	1	NKX2-3	
GGT6	1	GGT6	
SLC39A11	1	SLC39A11	
FBXO7	1	FBXO7	
SYPL1	1	SYPL1	
OR10P1	1	OR10P1	
TRABD2B	1	TRABD2B	
MED17	1	MED17	
CALHM6	1	CALHM6	
CABYR	1	CABYR	
CAMKV	1	CAMKV	
RAB3IL1	1	RAB3IL1	
TMEM187	1	TMEM187	
TMEM178B	1	TMEM178B	
CFAP99	1	CFAP99	
AMPD3	1	AMPD3	
GPC1	1	GPC1	
CLDN18	1	CLDN18	
SLC35E2A	1	SLC35E2A	
OR51E1	1	OR51E1	
SHH	1	SHH	
LACTB	1	LACTB	
SUN5	1	SUN5	
ILVBL	1	ILVBL	
RECQL	1	RECQL	
TSPAN17	1	TSPAN17	
CHM	1	CHM	
CYP4F3	1	CYP4F3	
MST1	1	MST1	
DDX5	1	DDX5	
SLC3A1	1	SLC3A1	
ESRP1	1	ESRP1	
MIPOL1	1	MIPOL1	
OR5B21	1	OR5B21	
SPEM1	1	SPEM1	
ARSL	1	ARSL	
UGT2B11	1	UGT2B11	
ABHD15	1	ABHD15	
PCSK1	1	PCSK1	
PSAPL1	1	PSAPL1	
NOP56	1	NOP56	
SPAM1	1	SPAM1	
SMAD6	1	SMAD6	
ZNF500	1	ZNF500	
PFKL	1	PFKL	
SSR1	1	SSR1	
CDC40	1	CDC40	
REEP3	1	REEP3	
UGT1A4	1	UGT1A4	
MAP3K2	1	MAP3K2	
ERGIC3	1	ERGIC3	
C1S	1	C1S	
SLC25A32	1	SLC25A32	
GFI1	1	GFI1	
POTEB3	1	POTEB3	
IRF7	1	IRF7	
GJB6	1	GJB6	
MSLN	1	MSLN	
TLCD4	1	TLCD4	
ZFP37	1	ZFP37	
KRT33B	1	KRT33B	
SARM1	1	SARM1	
FAAH	1	FAAH	
NXPE1	1	NXPE1	
UBXN7	1	UBXN7	
CLRN1	1	CLRN1	
STAP2	1	STAP2	
FCGRT	1	FCGRT	
IQANK1	1	IQANK1	
ZNF84	1	ZNF84	
ZKSCAN8	1	ZKSCAN8	
CCDC83	1	CCDC83	
FUBP3	1	FUBP3	
ZNF215	1	ZNF215	
GGNBP2	1	GGNBP2	
GOLGA6L4	1	GOLGA6L4	
IL13RA1	1	IL13RA1	
CFAP206	1	CFAP206	
OR10G8	1	OR10G8	
E2F3	1	E2F3	
FH	1	FH	
MT-CO3	1	MT-CO3	
GPATCH3	1	GPATCH3	
EWSR1	1	EWSR1	
PIGA	1	PIGA	
NKX2-5	1	NKX2-5	
FLOT1	1	FLOT1	
PRPF31	1	PRPF31	
SAXO2	1	SAXO2	
GLYR1	1	GLYR1	
ACTR5	1	ACTR5	
MAGEC2	1	MAGEC2	
C20orf96	1	C20orf96	
MCM5	1	MCM5	
TOP1	1	TOP1	
AKAP8L	1	AKAP8L	
HMX1	1	HMX1	
PLEKHA2	1	PLEKHA2	
HHLA2	1	HHLA2	
CLDN25	1	CLDN25	
SHB	1	SHB	
ASB14	1	ASB14	
TTC12	1	TTC12	
LPGAT1	1	LPGAT1	
SMPD1	1	SMPD1	
YTHDF2	1	YTHDF2	
TRIM27	1	TRIM27	
PLAT	1	PLAT	
ZNF14	1	ZNF14	
MX1	1	MX1	
TBK1	1	TBK1	
ACRBP	1	ACRBP	
TOMM40	1	TOMM40	
ZNF98	1	ZNF98	
TRAP1	1	TRAP1	
MGAT4B	1	MGAT4B	
ZNF324B	1	ZNF324B	
ZNF418	1	ZNF418	
FAM234A	1	FAM234A	
CAMK4	1	CAMK4	
TMEFF2	1	TMEFF2	
PRDM7	1	PRDM7	
GJB4	1	GJB4	
FAM151A	1	FAM151A	
CFP	1	CFP	
FLCN	1	FLCN	
NEURL1B	1	NEURL1B	
REEP2	1	REEP2	
FGG	1	FGG	
FLOT2	1	FLOT2	
LILRA2	1	LILRA2	
NR1D2	1	NR1D2	
HIPK4	1	HIPK4	
GLB1	1	GLB1	
BHLHB9	1	BHLHB9	
OLFM4	1	OLFM4	
TFAP2A	1	TFAP2A	
B4GALT1	1	B4GALT1	
RPS6KA3	1	RPS6KA3	
TMEM248	1	TMEM248	
TMEM241	1	TMEM241	
PEX12	1	PEX12	
MELTF	1	MELTF	
DDX50	1	DDX50	
TRIM7	1	TRIM7	
KIAA0930	1	KIAA0930	
ENTPD3	1	ENTPD3	
SNAP47	1	SNAP47	
TPBGL	1	TPBGL	
FA2H	1	FA2H	
TSPAN5	1	TSPAN5	
XXYLT1	1	XXYLT1	
TMBIM4	1	TMBIM4	
SNX8	1	SNX8	
CPEB1	1	CPEB1	
ZNF426	1	ZNF426	
SLC25A43	1	SLC25A43	
CACNG3	1	CACNG3	
A1BG	1	A1BG	
GBP4	1	GBP4	
ITPRIPL2	1	ITPRIPL2	
USP21	1	USP21	
LETMD1	1	LETMD1	
GPM6B	1	GPM6B	
KAT5	1	KAT5	
TMEM45B	1	TMEM45B	
GLMP	1	GLMP	
ZSWIM9	1	ZSWIM9	
SOCS4	1	SOCS4	
TIPARP	1	TIPARP	
C9orf43	1	C9orf43	
TMEM179	1	TMEM179	
GLIPR1L2	1	GLIPR1L2	
KLHL6	1	KLHL6	
RTN4R	1	RTN4R	
PLEKHS1	1	PLEKHS1	
BEND7	1	BEND7	
RBBP5	1	RBBP5	
THAP12	1	THAP12	
PAX3	1	PAX3	
MS4A8	1	MS4A8	
SHOX2	1	SHOX2	
MPP5	1	MPP5	
CUL2	1	CUL2	
SMURF1	1	SMURF1	
HOXA9	1	HOXA9	
ZFP90	1	ZFP90	
EFCC1	1	EFCC1	
B4GALNT1	1	B4GALNT1	
ORC2	1	ORC2	
PGLYRP2	1	PGLYRP2	
RASSF8	1	RASSF8	
OR10W1	1	OR10W1	
RGMA	1	RGMA	
BANP	1	BANP	
INSIG1	1	INSIG1	
LHX9	1	LHX9	
MIEF2	1	MIEF2	
RASGRP2	1	RASGRP2	
BRI3BP	1	BRI3BP	
CDC16	1	CDC16	
GLS	1	GLS	
ANGPTL6	1	ANGPTL6	
FAM187A	1	FAM187A	
JUN	1	JUN	
SCML1	1	SCML1	
PIF1	1	PIF1	
SGPL1	1	SGPL1	
GUF1	1	GUF1	
EXOC3	1	EXOC3	
CCDC92	1	CCDC92	
FBLN5	1	FBLN5	
SLC25A25	1	SLC25A25	
HNF4A	1	HNF4A	
HHIP	1	HHIP	
SLC25A40	1	SLC25A40	
GOLGA6L10	1	GOLGA6L10	
TMEM169	1	TMEM169	
CDYL2	1	CDYL2	
ABHD16A	1	ABHD16A	
UGT2B7	1	UGT2B7	
MPND	1	MPND	
HEATR3	1	HEATR3	
PLEKHD1	1	PLEKHD1	
CD4	1	CD4	
UGT1A10	1	UGT1A10	
ZNF677	1	ZNF677	
RNF133	1	RNF133	
GP5	1	GP5	
CDC73	1	CDC73	
GPS2	1	GPS2	
RASSF6	1	RASSF6	
RBMY1B	1	RBMY1B	
TMEM176B	1	TMEM176B	
METTL25	1	METTL25	
WDR25	1	WDR25	
PEX5	1	PEX5	
PRR5L	1	PRR5L	
TRAF2	1	TRAF2	
HTR1F	1	HTR1F	
FAM200B	1	FAM200B	
KHDRBS1	1	KHDRBS1	
DYNC1LI1	1	DYNC1LI1	
GSG1L2	1	GSG1L2	
OR4F3	1	OR4F3	
TRIM49	1	TRIM49	
M1AP	1	M1AP	
SEMA7A	1	SEMA7A	
RORA	1	RORA	
RPS6KL1	1	RPS6KL1	
ADA2	1	ADA2	
BORA	1	BORA	
TSEN2	1	TSEN2	
KARS1	1	KARS1	
PANK4	1	PANK4	
KREMEN2	1	KREMEN2	
FBXO46	1	FBXO46	
ZNF248	1	ZNF248	
HAVCR2	1	HAVCR2	
CHAT	1	CHAT	
ENTR1	1	ENTR1	
SPOCK2	1	SPOCK2	
FOXRED2	1	FOXRED2	
FCRLA	1	FCRLA	
SGCA	1	SGCA	
OR2I1P	1	OR2I1P	
TEKT2	1	TEKT2	
SYNPR	1	SYNPR	
DMRTC2	1	DMRTC2	
BMX	1	BMX	
MMP17	1	MMP17	
SPATA5L1	1	SPATA5L1	
NT5DC3	1	NT5DC3	
SRPX	1	SRPX	
ZNF93	1	ZNF93	
HS3ST3B1	1	HS3ST3B1	
DDX3Y	1	DDX3Y	
FAM102B	1	FAM102B	
NT5C2	1	NT5C2	
MAK	1	MAK	
HSD17B2	1	HSD17B2	
CYP26A1	1	CYP26A1	
DHX32	1	DHX32	
NTNG2	1	NTNG2	
LMAN1	1	LMAN1	
KNSTRN	1	KNSTRN	
DYTN	1	DYTN	
EFHC1	1	EFHC1	
ZNF454	1	ZNF454	
UGT1A8	1	UGT1A8	
PKDCC	1	PKDCC	
PRKAA2	1	PRKAA2	
DMAP1	1	DMAP1	
SLC27A4	1	SLC27A4	
LGI2	1	LGI2	
GXYLT1	1	GXYLT1	
ZAP70	1	ZAP70	
TRIM2	1	TRIM2	
CALCOCO2	1	CALCOCO2	
NMD3	1	NMD3	
TAF1B	1	TAF1B	
HINFP	1	HINFP	
APH1B	1	APH1B	
EPX	1	EPX	
CENPB	1	CENPB	
TAPBPL	1	TAPBPL	
GDF6	1	GDF6	
ALG5	1	ALG5	
UPK1A	1	UPK1A	
HASPIN	1	HASPIN	
TMEM9B	1	TMEM9B	
ZNF135	1	ZNF135	
TTC31	1	TTC31	
FAM43A	1	FAM43A	
SLC25A35	1	SLC25A35	
AQP9	1	AQP9	
EME1	1	EME1	
OR2T7	1	OR2T7	
TSPAN11	1	TSPAN11	
RTP5	1	RTP5	
SEC22A	1	SEC22A	
BTK	1	BTK	
RER1	1	RER1	
SIGIRR	1	SIGIRR	
TVP23B	2	TVP23B:TVP23C	
SLC25A39	1	SLC25A39	
